Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,vibration_total,Sound (dB),Vibration_Y,Humidity (%),RPM,Temperature (°C),Current (A),Vibration_Z,Pressure (bar),Vibration_X
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,1.5791801425369987,-0.575307052702447,0.03553727822243445,0.868708766885935,0.003388238164233941,-0.6283290620051848,-1.4104302573330758,-1.3782133116445292,-0.5807718109782335,0.006526371911703926,-0.028282644169031233
-0.7412715001764054,0.7061379574632006,1.5222695583491954,-0.7354172912631725,0.6251795642411595,0.020254795808215858,-0.41720231015018466,1.3481919882842077,1.0347750252014576,0.02321656908047259,0.4344625705476302,0.44858929752424,-0.7844577364808651,1.1112317888854477
-0.1767882036007511,1.0278319383516419,1.5222695583491954,-0.7354172912631725,0.6672069081204105,-0.48507167604865215,-0.49811848274736104,0.7536276011418394,0.6433881844802508,-0.9876129189979007,0.7256367518989439,0.22064421345198804,-1.4611357207237405,0.4856661727388927
-0.7412715001764054,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,-0.4107502186383684,-1.14873682405244,0.49703505159943434,3.0604318697591997,-0.295702555966815,-0.6246566780826842,-1.3605889138207496,-1.3579756214687828,-1.0775795286368015,2.2192035182149783
-0.27989794105859517,1.1306630734274765,-0.7657203062556456,1.5791801425369987,-0.8870963807429003,0.6407208618419582,1.0793889684756357,-0.7892012265659702,-0.012258079624866263,-1.2951520443961153,-2.2521516686174374,-0.23497848264791366,0.9293253928933749,0.0729542580645617
-0.4554500573544486,-0.7451867752522106,-0.4865267882124467,-0.7354172912631725,-0.9100202232952745,-0.36519818004488425,-0.18955689599107403,0.43667829633209887,-0.25808243672131936,0.5107404455049589,-0.7046822397412886,0.8093622474079563,-0.7403093851245331,-0.22790390347057937
-0.3145835492831685,-0.7451867752522106,1.1054760912798485,-0.3137768354956807,0.9738811476025919,1.1345507352076456,0.8306505177713469,1.3566007115709837,1.8016204135124718,1.5393004377875315,-0.24993476693783015,-1.1902209907005334,-0.6426388425678321,2.523672494960732
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,-2.6014560015893093,-0.17648586367380592,-0.03898559543337639,-0.681873444208476,-0.018886152802036506,-0.8480779418970469,0.7151308483992063,1.074866672155155,0.08554834939758175,-0.597576341315354
-0.7412715001764054,1.5907900017639918,1.5222695583491954,-0.7354172912631725,-0.30642333691146917,-0.39510784987752023,-1.2629493060807582,-0.4767756830286928,-1.1219038774169594,-1.7202063799221723,0.9438011016384763,0.22794026209977022,3.3022083095791603,-1.9345535303263393
-0.18972361515962965,-0.7451867752522106,-0.7657203062556456,1.5791801425369987,1.254002005769737,0.5229239136310206,-0.08458181168868786,-1.031095607764801,-0.644820026888821,-0.9321275790241166,-0.3179409292436494,-0.7925485304817513,-0.31877104066716416,-1.2983786036288287
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,0.11037981939826098,-1.414104375237281,0.8832330150602731,-1.870028957769738,0.7920705999245397,-0.03729380464271521,0.8981409144197606,-0.6202319068175944,0.46735880016747067,0.1500717729804956
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,0.3312388351400306,-0.8043623189256663,-0.00316058462095756,-0.18040268374964788,0.15871971382249875,-0.38535319331581663,-0.9541824414616488,-0.7724357686490411,-0.4629881010731002,0.6611752438695221,-0.39783004976030617
-0.7412715001764054,1.5783778459974949,-0.7657203062556456,-0.7231187341166594,-1.401147529900453,0.7591903996144731,-0.9497438665488962,0.6465096983201023,-0.7111122429913236,-0.3725144537475375,-0.21534017524136698,-0.2724060433684624,0.38256481861224007,-0.6737584243299762
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,1.5791801425369987,0.5088320893667753,0.39440821830573003,1.562864088082781,-0.039292999275137346,0.33736079423524395,1.8611078178151885,0.22120079086349848,-0.4211299472017951,1.405022983619276,0.9456013478315577
-0.7412715001764054,-0.7451867752522106,-0.7657203062556456,1.5791801425369987,0.04957870279578566,-1.90236579822736,0.16908765575840495,1.1344410303075718,0.015464175488434189,-0.2922140099382882,0.5230186035957309,-0.13965613475386834,0.27755284704883026,0.6070896199474703
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,-0.9671085034242299,-0.2668737365478816,-1.0702694911078776,0.25764426180361866,-0.1902116389072619,-0.5352043051706878,-0.30044295728166015,-0.40965107322162114,1.0614733041692945,-0.7437945028048788
0.8835543345863015,-0.7451867752522106,-0.7657203062556456,-0.026424853052769502,1.144210787861372,0.4377357648258707,-0.1821543977925467,-0.07045177556640157,-1.059795116030787,-0.8643309992236866,-0.49270578679911026,-1.916672754294632,0.22676114754531887,-0.9451225079387622
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,-0.289214779100847,2.1887629187222064,0.475171891876699,-0.42875929090940007,0.11739810475825728,-0.836211103265482,0.7367144272090626,1.3244278001431977,0.5702614401969263,-0.15025250069892124
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,1.5791801425369987,-0.1859634322371114,-1.1128497300441105,-0.08233868105305106,-0.4447647549491643,-1.0199699481471365,-1.7428729254774722,0.280683133518758,-0.20267265992877723,0.5594203811914414,-1.162885643941651
1.6010341838767042,-0.7451867752522106,-0.36462895090591374,-0.7354172912631725,-1.7294355246220046,0.42257948295084324,0.3215153855476744,0.007023408704262307,-1.149190483352553,-0.4680905347414961,0.45954814386629617,0.5730696128537603,-0.6761500656814787,-0.5440255768827039
-0.28912567225558183,-0.7451867752522106,1.080608557972802,-0.7354172912631725,-0.9647801810962499,-0.9271649793482614,1.2128085359593,0.39001405079512674,0.27091023195968555,0.5371179369828109,1.5609946143854694,0.8565045961288841,-1.3618529965018356,0.8955276465736368
-0.7412715001764054,-0.5855152866934106,1.5222695583491954,-0.7354172912631725,0.5532202060941892,0.4171224518165159,-0.12404408168020127,1.2006911672529286,1.230563227197322,1.289072058838396,0.2054498701816454,0.6971453761548121,0.8939874296889744,1.2496718237367126
-0.7412715001764054,0.5348338657360019,0.26854380136333766,-0.7354172912631725,-0.3440089071872432,0.1682831804780172,0.15269028596635345,-0.5243621804094614,-0.05910805963987287,-0.17264353445737346,0.9734796017603445,1.0033776565869519,-0.9128952208740623,-0.4489847920850128
1.6010341838767042,-0.7451867752522106,1.5222695583491954,-0.7354172912631725,0.7669604565261146,0.2867469362807413,0.6282140099358463,0.9317051524705589,0.9918839190204233,-1.4557633484436754,-1.3980407591962825,2.3263905504242577,-0.5138444603515792,1.2787936260141493
-0.7412715001764054,-0.7451867752522106,1.5222695583491954,-0.7354172912631725,2.638391118431319,-2.368898020335644,1.1911903727962805,0.20078896132132615,-2.264636873968133,1.3775548459687934,-0.6600191003254986,1.0786633519610505,0.353440260087225,-0.08468675057822611
0.33983719567426623,0.5126024602611127,-0.7657203062556456,1.5791801425369987,1.5986889802663413,-0.825744107855699,0.10059839374840283,-0.7718262288073336,0.29196766730841067,0.8318318414242403,0.6763628511884037,-0.3817174830169432,-0.6822949530677438,-0.3659684112618424
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,0.3937498590082375,-1.9741399862440192,-0.36655975744861036,0.3234975189595186,-1.5940189182456133,1.4682210281899926,-0.8737149239388302,-0.9567704111885265,0.33175814207625537,-0.9959905953785299
-0.16313454838480862,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,0.7083526053566301,0.2261101817523123,-0.09500626728789673,1.4621900060592241,-0.16293233515121425,-1.2580720937983831,-0.5513820321728279,-0.20581398414520533,1.2339074577861247,0.6557314536384963
-0.7412715001764054,-0.7451867752522106,1.5222695583491954,-0.7354172912631725,0.568286232441897,1.6944258135713655,-0.029566376030388402,0.6157182948674605,1.5734963989497797,1.0527917772152577,0.021360872494910883,0.7950155884248906,0.22288442819790072,1.2391876558884527
1.1726923914664562,-0.7451867752522106,1.1038606007593983,-0.3121425580581766,1.8312870410017275,1.4359658388111887,-0.5228363087812641,-0.18081717788523288,0.6358319961968592,-0.4797737126125263,-0.40488948459937374,0.06817395741095046,-0.33499142058529313,0.10368966480632434
-0.7412715001764054,1.5907900017639918,-0.7657203062556456,-0.7354172912631725,0.25070372220743675,0.5379565943390474,-0.6453150439134856,0.04606947560360523,0.9757890880830827,0.727780540050201,1.465923887167958,0.12081216930242604,-1.3919702397958682,0.10673464308395454
1.6010341838767042,-0.7451867752522106,-0.7607344461425007,1.5741363006906253,1.858194994092257,-0.5762637893731353,1.325190935657625,-0.0744301283533489,0.35760348708592105,1.3329955890835052,0.05774834368546282,-0.7569068180350207,-0.6028408586802412,0.7673580117954671
-0.7412715001764054,1.411241978885602,1.3464099091448387,-0.5575125290724088,0.6452409170175435,1.2033181598384175,-1.9181989258282865,-0.040480903538129775,1.3505657305802454,-1.0519145400808927,-2.1446005964581487,-0.38750780752087505,0.0013806218893364446,0.09264517108371703
-0.051663592781442814,-0.7451867752522106,-0.7657203062556456,0.897729935737904,1.100408790443368,0.6813240873944144,-0.3763825568680585,-0.7925827347636676,-0.9998170515500064,-1.3047704268175826,-0.45840072876766996,-1.2759121434794396,-0.037279503066204256,-1.5150812175545567
1.6010341838767042,-0.7451867752522106,1.5222695583491954,-0.7354172912631725,0.5830439949250849,-0.10801109781088378,0.6774061193120008,0.49955762339692455,-0.08110481013560875,-0.4282132832700865,-0.7481410894443965,-0.4400349047542686,-0.29702328024187785,0.4102974158865009
-0.7412715001764054,-0.7451867752522106,1.5222695583491954,-0.7354172912631725,0.04420102847996565,-0.39510784987752023,-2.634862578682399,-0.8449013559432695,0.4071050616303855,1.0375566626392971,1.0671718864049364,-0.33290681195692146,-0.26450010322542244,-1.3424311502088175
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,-0.7873216114105549,-1.522078940626406,-1.0330277558120047,0.07346262796518824,-0.2584469081325438,-0.3773313901199295,-0.5496207652772952,-0.6672729115570049,0.1947707236021865,-0.9076103738869528
1.501668193656106,-0.7451867752522106,1.4252077700185835,-0.7354172912631725,0.6226311916336336,-1.2479144461375002,-0.14309073349428036,-1.3391028420371578,-0.05519562801870406,-1.3310336852186349,1.1241051585859332,0.035415389005232584,-0.009503526394080197,-1.0599784041782598
-0.7412715001764054,-0.7451867752522106,-0.7657203062556456,1.5791801425369987,-1.9810311188576788,2.045214542688888,-0.7163703130123754,0.6596122637945669,1.367429974225034,0.2668941137591058,-1.2173906815025395,0.1040077625891172,-0.7198245814557946,0.7568033858028249
0.33272954979678165,-0.7451867752522106,0.47317356133931404,-0.7354172912631725,0.408944715722997,2.065236555691964,-0.16557101909931846,-0.42847728784269434,1.516230508118455,-0.6612284941418745,-0.45887074059985555,1.0966720937087318,-0.9634769796157867,0.533422314367701
-0.7412715001764054,-0.7451867752522106,-0.7657203062556456,1.5791801425369987,0.3776168360607782,1.399246850538956,1.0709429943212367,1.4011987643036425,1.5176483963068785,0.7051139944949011,-0.2590640498345033,0.12081216930242604,-1.489539770845234,2.1520319336038827
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,-0.9668017428941107,0.573843688347377,-1.7111440803968319,0.739639583993388,-0.9931452299182356,-1.8335391076986713,-1.8496659534306428,-0.08084071125728594,-0.9258047025600111,-0.9715440129420517
-0.43272244536044063,1.2830746461093065,-0.4643262077147807,1.2742810615414257,1.4336019581612658,-0.7337969550506743,-0.9686793233164825,-1.3023867300331613,0.3396031254669181,0.30336551227585146,1.0099570276824497,-0.07505386707485695,-0.7080772968942768,-1.224122405949852
-0.7412715001764054,0.06501689147181633,-0.7657203062556456,0.7763916275542939,-0.09131711472253655,0.8316849474793063,1.3415171369595713,0.1579295542870819,0.09672760086365897,0.6508291992906858,1.8353880323935978,0.7900951488432816,-1.0810930402684762,0.8404956907043014
-0.7412715001764054,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,0.3388975809868775,1.5786823205806038,1.8252220047556045,-3.1496881776693173,-0.6712486111714261,0.5691147211631028,-0.8274508796514061,0.6711564891633031,0.039049548928158394,-0.006248942360803427
1.6010341838767042,-0.7451867752522106,1.5222695583491954,-0.7354172912631725,0.11948846890143973,0.2867469362807413,0.4423771522925966,0.7343044293134666,-0.4512859216944397,0.36511581116540465,0.8600852119755226,1.1080710637093416,1.4809103966576707,0.24197058183530626
-0.7412715001764054,-0.5259395980187148,1.5222695583491954,-0.7354172912631725,1.1995622372761952,-0.25051844845781485,1.1453933780338523,-1.5697994114114888,-0.8214946633829866,0.3118662842735063,-0.6249168734998286,0.45882158608897816,1.4256875951170982,-0.5181457093194672
-0.7412715001764054,-0.7451867752522106,1.262821152130471,-0.47295169885500027,-0.2861449456290228,-0.2785697647949108,0.013235839799207458,-0.3023046302548883,-0.8607396770479906,-1.019892223935503,0.4348992972552905,1.4522787370831223,-0.28049460011329364,-0.9080771498261718
-0.7412715001764054,1.5907900017639918,-0.7657203062556456,1.5791801425369987,-0.016028923857212857,0.9686017224390021,2.459253636714929,1.9400493869757043,-1.213107919395222,-0.17888128216178917,-0.04536822622117178,-0.4820459215375422,-1.164308000680682,2.247909388187798
-0.7412715001764054,-0.7451867752522106,-0.08534939299952383,0.8908970368218955,-0.7037873383378835,-0.09837619898898765,-1.3534156488553437,0.48957628662095465,0.30690778585191286,0.07740924875535628,1.0907260093896414,1.557469332714351,-0.5271356444617012,-0.0866551435770156
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,1.6564277883626686,-1.830591610210701,0.5352955811142212,0.6329364903949598,0.31053607600634314,1.505998604115492,-0.719501442980755,0.4863080153168999,0.24502967003237486,0.6223495467964786
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,0.987445103474716,-0.9693013540107923,-0.24084658904288223,-0.5461326938676708,0.9543293134999621,0.0931172645018074,-1.5676755882501652,-0.3392084644744126,-1.1534669416751973,-0.038841445907233714
1.6010341838767042,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,0.9057044538742582,-0.10801109781088378,-0.7327676828044268,-0.9302638308220121,0.1603176539244986,-1.546429530664874,-0.4066683816086607,0.5493245404918088,-1.6196324789110548,-1.0955520551170606
-0.7412715001764054,1.5907900017639918,-0.7657203062556456,-0.7354172912631725,-0.9732549520730943,-1.3999464821107461,0.02697711756062529,1.5239073219418349,0.686082131210954,-0.28465849475318844,0.9261767038146967,-0.3224040577611038,-1.5329040068671742,1.2007487861065584
-0.7412715001764054,-0.7451867752522106,-0.7657203062556456,1.5791801425369987,0.10227991109081676,0.7532791583890248,1.40435618009295,-0.15133124755348698,-0.9555906243977744,-1.6068736521456737,0.21459164167958072,0.3686771683237351,-1.3269238857629582,0.17309158615576645
-0.7412715001764054,1.0030216858738388,-0.7657203062556456,-0.15302835271981644,-0.26190890437883074,0.6731709878158736,0.610657955851079,-0.42906505828760466,0.43925776761932095,0.6842020499597704,1.5540762272688668,0.704061190245962,-1.1855697500398388,0.22342647508411353
-0.25921873943342083,1.1100397469793017,-0.7657203062556456,1.5791801425369987,-0.779774754432019,-1.0739362498574812,0.8745065267641123,0.676071852580452,0.470706110612408,-0.38344143296148836,-1.622438210897731,0.8028053915557097,-0.34425005455850327,0.9775979642535522
-0.7412715001764054,-0.7451867752522106,-0.7657203062556456,-0.7354172912631725,0.1843577610128768,-0.5289513245619465,-1.8692823876861286,0.5894823458951092,0.9120475897980204,0.07952188986355625,0.05534358374072253,-0.25469951524738876,-1.2872565387462251,0.1333292783185756
1.6010341838767042,-0.7451867752522106,1.5222695583491954,-0.7354172912631725,-0.904420720830604,1.5786823205806038,0.8085850776484128,1.1771222677469433,-0.17230885211387123,1.3019996941177945,-0.596130658214295,-0.925262148601072,0.40764555511465106,0.9122572955433644
-0.7412715001764054,1.5907900017639918,-0.7657203062556456,1.5791801425369987,0.3550306039343368,1.7940048846305812,0.3713218831937068,1.1397761849874932,-2.0768638463658275,-0.4508798288253864,-0.5586788128387622,1.5218795790245803,-2.3134602552620978,0.038008250435048636
-0.7412715001764054,-0.7451867752522106,1.5222695583491954,-0.7354172912631725,0.8218127345474731,0.39440821830573003,-0.9022071706556254,-1.0423020791003617,0.4822142726713078,0.312227204869705,-1.9620214895572412,0.017885178183405324,0.7003541482627471,-0.9679353696351342
-0.44890299813372087,1.2992114790491744,1.2366808011013202,-0.7354172912631725,-0.31828351397177024,1.2602808182469303,0.4258935958975619,-1.1187544026899339,0.09757757620727225,-1.5637733159011358,-0.2825768529772158,-1.0345751034569766,0.14438078662355078,-0.3995516300104959
0.016539489431713853,-0.7451867752522106,-0.7657203062556456,0.013429190984765447,-0.8592483535203062,-0.30855414958937305,0.16024832757944465,0.09345500602578392,-0.12938736868579087,0.5506712766082847,-1.0154896275148049,0.5942379067409839,-0.649992791956679,-0.13429724031001114
1.2091165424518422,-0.7451867752522106,1.5222695583491954,-0.7354172912631725,0.6276132118157324,-0.9382912698538293,-0.1151119519762505,-0.9987951717114675,0.070938473708506,-0.9577284325622564,0.9861245617506984,0.1541718315886815,0.20778856274814372,-0.775520542556204
-0.7412715001764054,0.6652653809055381,1.5222695583491954,-0.7354172912631725,1.2826723344375406,-1.4148877441899486,0.4939169444374022,-2.0591139307350788,-1.420749038307427,0.9758571216101208,-1.171144510654983,0.695062237133579,-0.19010308513872295,-1.524894642724235
-0.7412715001764054,-0.7451867752522106,-0.7657203062556456,1.207313429233735,1.0171350876833287,0.785986670245592,-0.47306034681911785,-0.848487656255299,-0.811646655326902,-1.5542796091397266,-0.484780990788101,-0.7204106944126676,0.0327676882014044,-1.4996588004139755
