Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total
-0.6675018646078933,-0.7447815369290415,-0.6929614700847407,1.3812244494748451,0.2115372053046555,-2.063890310184978,-0.2980135811864938,0.49834021373088355,0.44479460854564934,-0.6396679552012804,2.294780920182796,0.48594083875887817,-0.9966315972113686,0.3838991648009476
1.498123155936687,-0.7447815369290415,-0.6929614700847407,1.3812244494748451,0.25036673307854185,-0.6808288049061296,-0.660850975977648,-0.36155153878890095,0.2763899600635956,1.5072897442679927,0.909144731339265,0.6603528330122806,1.0182967927438016,-0.6286681362786787
1.498123155936687,-0.7447815369290415,1.4430816765003,-0.7239952930026756,-0.7010803735807678,-1.600287360513805,0.471537987047817,1.1243736274959815,0.6222156210921361,-0.7270968978537992,-0.803024379318519,-0.468717100818645,0.81786005085495,1.1304992059497798
-0.6675018646078933,-0.7447815369290415,-0.6929614700847407,1.3812244494748451,0.10234613199692318,-1.215805571698976,0.4856525237794656,0.8619003392615256,-0.3334586512551695,-0.7082953696574396,0.33877721399053135,-0.035016654544933336,-0.1881444217865649,0.5003804470792638
1.498123155936687,-0.7447815369290415,1.4430816765003,-0.7239952930026756,-0.7077087884452844,-1.4909981661358211,0.4350060742012075,1.3232944208271171,0.38244192340748584,-0.46211713796447323,-0.8554964048687644,-0.5128354755568475,0.6653392280946431,1.1000418735207946
-0.6675018646078933,1.3426756040748555,-0.6929614700847407,-0.7239952930026756,0.7696378472558683,-0.3642522469826401,0.1986479259680521,-0.6945335248667861,-0.21994899049425762,0.5893937237724934,0.5288646424736033,-0.6843772790319042,0.6044574635498505,-0.6251747555821835
-0.6675018646078933,-0.7447815369290415,-0.6929614700847407,1.3812244494748451,0.7261074454728542,-0.2689271369192033,0.13100444569734948,0.6532860620751944,-0.9898233978209066,0.33643906602904955,-0.42961366105141646,1.2613754915115545,2.047299858708209,-0.1775145073761395
-0.6675018646078933,1.3426756040748555,-0.6929614700847407,1.3812244494748451,-0.9842700980152405,1.047758864038444,-1.3956210083503835,-0.8264351845045861,-0.5622848788352249,-1.2013647443472464,0.904376708447592,1.2996608611125848,0.5017979835832496,-1.790444750595994
-0.6675018646078933,1.3426756040748555,-0.6929614700847407,1.3812244494748451,0.245808953854991,-0.4072539009750268,-0.05384865282948737,1.0237074824204746,0.047656535290572545,1.662162269807254,0.9063041536289124,-0.7727926268676076,-0.6425522437335678,0.4359113240346149
-0.6675018646078933,-0.7447815369290415,-0.6929614700847407,-0.7239952930026756,0.5156386924497537,-0.9542317819538163,0.724015351849299,0.5768596424291599,0.9577249789881832,0.5182787076356209,2.158147461999889,0.21706426370113452,0.23360240749101005,1.2996210196087308
