Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total
1.5012986212314183,-0.6612751324426273,1.3937712105331987,-0.7125587260573654,0.7884927615801339,-0.14361028164062903,-1.8312732822229032,0.06299386235971877,-1.0238385373057013,0.30139801857963294,-1.6940084194831688,0.017751601771596317,1.0064093239785994,-1.583622540743261
-0.6660900009218448,-0.6612751324426273,-0.7174778704299981,-0.7125587260573654,0.7796953673023111,0.5101374494227373,-0.6762434403608364,-0.42277443105248225,-0.3550126371331239,0.4134156464520943,-0.9482733464236266,-0.34838460692985046,-0.1937842265744365,-0.9313312644686687
-0.6660900009218448,-0.6612751324426273,-0.7174778704299981,1.4033931007105427,-0.5152960236523105,-2.4183049000190677,-0.6541965941547984,0.099312423197969,-2.2062820904481155,0.8977983488724552,0.5612469070757576,-0.14870098395493445,1.3697809969877646,-1.4482599611666653
1.5012986212314183,-0.6612751324426273,-0.7174778704299981,1.4033931007105427,0.04914912117393075,0.49032100544844376,0.04109986809938445,1.349708589200583,-2.228487603183184,-0.11829110273753761,-0.35849409202369165,0.783433496113639,-0.8531986496565404,0.021430326527743494
1.5012986212314183,-0.6612751324426273,-0.7174778704299981,-0.7125587260573654,0.14426067671208437,0.2665805511817127,0.30675888918501937,-1.043831215307969,0.0850458886685442,1.5021096096319346,0.6816513020090712,-0.8907557535837446,2.4960371033890154,-0.4999781538418091
-0.6660900009218448,1.5122298585555245,-0.7174778704299981,1.4033931007105427,-0.36623480582847917,0.04284009691498085,0.6159512739000866,-0.39358233103542667,-1.5012570611096807,0.7137241728561521,1.0799136348784153,-1.1224486104551443,-1.2058829205183772,-0.7409016856781837
-0.6660900009218448,-0.6612751324426273,1.3937712105331987,-0.7125587260573654,-0.1128307355279655,0.6394813082929317,0.6104764986067466,1.6661989050767634,0.5360987323328825,-1.811773522087526,0.6851389594658669,-0.11541046680962888,0.685787259558748,1.4918363547077043
-0.6660900009218448,1.5122298585555245,-0.7174778704299981,1.4033931007105427,0.24789741160570586,-1.8216636886411164,0.33126295864640587,0.33797725156361336,-0.6185879298906953,1.7150876903848404,0.03628058338885679,-1.1058033518824901,0.48272661875950823,-0.15524828673433358
-0.6660900009218448,1.5122298585555245,-0.7174778704299981,-0.7125587260573654,-0.020412780477190112,2.6904354724046398,2.679941559489275,0.005921838185325555,-0.4909062316640499,-0.3759949491603623,-1.6793093624199353,0.13426841178016874,-1.109696301192422,1.4811860594312445
1.5012986212314183,-0.6612751324426273,-0.7174778704299981,-0.7125587260573654,0.6483752168257328,0.7140614597151757,0.8513666115137077,0.2342099348828984,1.6241688563512546,1.0229687885635412,0.8552280483404232,-0.5044933859453968,-1.4303183656122733,1.3899069965640323
